name,description,price,location,date_added
Contemporary Mansion On 600sqm,"Click on 'video' to watch the walk-through tour of the property.

Massive Contemporary 5 Bedroom Detached House In A Gated Estate With Security Guards.


Location: Orchid, Lekki, Lagos. 5 Mins Drive From Chevron

Price: ₦210 Million Naira

Land size : 600sqm

Features include :
- All Rooms Ensuite
- Cinema
- Swimming Pool
- Massive Terrace/Balcony
- Spacious Compound
- Very Spacious Fitted Kitchen
- Stamped Concrete Floor
- Inbuilt Speakers
- CCTV Cameras
- BQ/Maid's Room
- Jacuzzi
- Pop Ceiling
- Water Heaters
- Family Lounges
- Water Treatment
- 24 Hours Security

Title: Lagos State Governor's Consent.

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com",210000000," Orchid, Lekki Phase 2, Lekki, Lagos",21-Dec-21
Newly Built 4 Bedroom Semi Detached Duplex With Bq,"NEWLY BUILT 4 BEDROOM SEMI DETACHED DUPLEX FOR SALE!!!

Location: 2nd toll gate LEKKI
Lagos
Price: 75 MILLION NAIRA

Features:
- All Rooms Ensuite
- POP Ceilings
- Dining Area
- Fitted Kitchen
- Water Heaters
- Stamp Concrete Floors
- Walk-in Closet
- Walk-in Shower
- Spacious living room
- Amazing balcony view
- Treated water
- 24 hrs power supply
- Car port
- Beautiful finishing touches
-------------------------------------------------
0705 248 8067",75000000," 2nd Toll Gate, Lekki, Lagos",Today
4 Bedroom Semi Detached Duplex,"fine modern contemporary living with effective design, well spaced living areas, quality finishes, and brilliant lighting.

Features: pre wired dstv, solar panels, cctv, central musical system, fitted kitchen, tv stands with recess lighting, etc.

Title: governor's consent

location: Tulip Haven Estate, Chevron, lekki, lagos.",85000000," Tulip Haven Estate, Chevron, Lekki, Lagos",17-Jan-22
Luxury 4 Bedroom Terraced Duplex With Bq,"These beautifully designed 4 Bedroom Terraced Duplex is located at Ikate which is centrally located in a friendly neighborhood in an upscale environment within Lekki Axis. They are smart homes of modern and outstanding designs that makes you feel at home with a pocket friendly price.

.......................
Features includes:
.............................
-Brand New
-Fitted Kitchen
-Ceiling Bluetooth Speakers
-Stamped Floor
-Smart Lighting
- Exquisite POP Ceilings
-Biogas
-Swimming Pool
-Gym
- Borehole with water treatment plant
-Well Secured environment in a good neighborhood
-Good road network, flood free area and
-Constant power supply in the area. etc
-All liquid waste disposal is been collected and disposed through a bio- degradable system.
-When you own this property either for personal living or for rental, you will have no regret due to it fantastic value, under pricing and it market appreciation.

..................
Warranty:
..............
The property will be delivered to you in good faith when you buy it. All electrical, plumbing works and structures have been checked and ensure their functionality. This warranty commences upon you or anyone moving in to the house after purchase.
.................
Location: Ikate, Lekki
......................
Selling price: #175,000,000 (One hundred and seventy five million Naira only)
......................

Don't miss this opportunity!

This is exactly what you have been looking for.

Stop reading and call 08081227249 to book for the house before someone else buy the house before you.

Call 08081227249 now.",175000000," Ikate Elegushi, Lekki, Lagos",01-Mar-22
Luxury 4 Bedroom Terraced Duplex,,105000000," Ikate, Lekki, Lagos",Today
Luxury Built 4 Bedroom Duplex,"4 bedroom luxury built duplex with fantastic finishings

Nestled secured and beautiful service mini court at Ologolo Lekki LAGOS

Price: N75million

Features:
- Newly built
- Serene and homely environment
- 2 Living rooms
- All Rooms En-suite
- CCTV Cameras
- Estate Security
- Fitted Kitchen (cooker, extractor, microwave)
- Bathtub
- Shower
- Beautiful lightings
- Stamp Concrete Floor
- Spanish/Italian tile finishing
- Estate security
- swimming pool
- Great neighborhood
Etc

Pls call Nnenna 08039177061 For more information and arrangement to view / Email: info@nevickhillsrealty.com",75000000," In A Service Estate At Ologolo, Lekki Phase 2, Lekki, Lagos",Today
Newly Built 5bedroom Terrace Duplex Bq,"Newly built 5 bedroom terrace duplex with Bq, in a well Serene environment

Price: 75m

Location: Ologolo Lekki Lagos

Features:
Serene Estate,,
Packing lot
Interlocking
All rooms en-suite,
Spacious rooms,
Brand new,
Fitted kitchen,
Family Lounge,
Security house,
Quality sanitary fittings,
Water heaters etc

.⁣______________________________
For Enquiries
Call:08087813295

#agathahomes #ebyproperties #investment #forsale #affordable #obamaka #realestate #lekkihomes",75000000," In A Well Secured Estate, Ologolo, Lekki, Lagos",Today
Newly Built 4bedroom Terrace Duplex With Bq,,150000000," In A Well Secured Estate, Ologolo, Lekki, Lagos",Today
Luxury Built And Exquisite Finished 4 Bedroom Duplex,"4 bedroom luxury built duplex with fantastic finishings

Nestled secured and beautiful service mini court at Ologolo Lekki LAGOS

Price: N140million

Features:
- Newly built
- Serene and homely environment
- 2 Living rooms
- All Rooms En-suite
- CCTV Cameras
- Estate Security
- Fitted Kitchen (cooker, extractor, microwave)
- Bathtub
- Shower
- Beautiful lightings
- Stamp Concrete Floor
- Spanish/Italian tile finishing
- Estate security
- swimming pool
- Great neighborhood
Etc

Pls call Nnenna 08039177061 For more information and arrangement to view / Email: info@nevickhillsrealty.com",140000000," In A Serene And Homely Estate At Ologolo, Lekki Phase 2, Lekki, Lagos",Today
Fully Furnished 5 Bedrooms House With Garden,"Click on video to watch the full video tour of the property.

The best house for you, if you're tired of seeing houses without plants because this has a beautiful garden.


For Sale - Furnished 5 Bedroom House In A Gated Estate With Security Guards.

Located in a serene residential community/estate with security guards off Orchid hotel road, after Chevron, Lekki, Lagos.

Price: ₦200 Million (Negotiable with & without the furniture)

Land size : 600sqm

Features include :
- Fully Furnished.
- All 5 Bedrooms Are Ensuite. One room on the ground floor
- Foyer/Ante Room
- Guest Toilet
- Dedicated dining room
- Spacious kitchen with all the necessary kitchen appliances.
- Dedicated laundry room
- Maid's Room/Boys' Quarters(BQ)
- Beautiful Garden
- Massive Compound with parking space for up to 6 cars.
- Massive Terrace/Balcony
- Very spacious Kitchen with all the necessary appliances.
- Air conditioners(ACs) installed
- Stamped Concrete Floor
- Inbuilt Speakers
- CCTV Cameras
- High ceiling
- Jacuzzi
- Pop Ceiling
- Water Heaters
- Family Lounges
- Water Treatment
- 24 Hours Security

Title: Lagos State Governor's Consent.

The serene estate has good drainage, good road network, good electricity, good security, sport and recreational facilities.

Distress sale!

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com",200000000," Chevron, Lekki Phase 2, Lekki, Lagos",21-Dec-21
Contemporary Mansion On 600sqm,"Click on 'video' to watch the walk-through tour of the property.

Massive Contemporary 5 Bedroom Detached House In A Gated Estate With Security Guards.


Location: Orchid, Lekki, Lagos. 5 Mins Drive From Chevron

Price: ₦210 Million Naira

Land size : 600sqm

Features include :
- All Rooms Ensuite
- Cinema
- Swimming Pool
- Massive Terrace/Balcony
- Spacious Compound
- Very Spacious Fitted Kitchen
- Stamped Concrete Floor
- Inbuilt Speakers
- CCTV Cameras
- BQ/Maid's Room
- Jacuzzi
- Pop Ceiling
- Water Heaters
- Family Lounges
- Water Treatment
- 24 Hours Security

Title: Lagos State Governor's Consent.

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com",210000000," Orchid, Lekki Phase 2, Lekki, Lagos",21-Dec-21
Newly Built 4 Bedroom Semi Detached Duplex With Bq,"NEWLY BUILT 4 BEDROOM SEMI DETACHED DUPLEX FOR SALE!!!

Location: 2nd toll gate LEKKI
Lagos
Price: 75 MILLION NAIRA

Features:
- All Rooms Ensuite
- POP Ceilings
- Dining Area
- Fitted Kitchen
- Water Heaters
- Stamp Concrete Floors
- Walk-in Closet
- Walk-in Shower
- Spacious living room
- Amazing balcony view
- Treated water
- 24 hrs power supply
- Car port
- Beautiful finishing touches
-------------------------------------------------
0705 248 8067",75000000," 2nd Toll Gate, Lekki, Lagos",Today
2 Wings 4 Bedroom Duplex With Bq,2Wings 4bedroom semi detached duplex in a separated compound each for sale in Surulere. Located on busy road with easy access . Good for office or any commercial uses,180000000," Bode Thomas, Surulere, Lagos",17-May-21
Nice And Solid Spacious Block Of 8 Flats,"Vacant nice and solid spacious block of 8flats of 6 units of 3 bedroom flat , 2 units of 2 bedroom flats , 3 unit of big shop space and open hall on above 1000sqm land for sale in Surulere with a good tittle documents in a good and accessible environment",180000000," Off Masha Kilo Road, Kilo, Surulere, Lagos",22-May-21
A Tenement Building,"Do note that, for optimum return on investment the old building will be demolished to pave way for modern 2bedroom/mini flat. Expected rental income on a mini flat within the neighborhood will command #500,000.00 to #600,000.00 per annum while a 2bedroom flat will attract rent not less than #900,000.00 - #1,000,000.00 depending on level of finishes. Owner is open to further negotiation on the sales price upon a serious buyer.",35000000," Orile Iganmu, Surulere, Lagos",30-Jan-22
Very Decent Building With 6 Flats,"4 units of 3 Bedroom and 2 flats of 2 bedroom
Document : Receipt & survey
Price is slightly negotiable.",70000000," Jubril Martins Street, Surulere, Lagos",01-Mar-22
Well Managed Block Of 3 Bedrooms Flat With 4 Self Contained,"Available For Sale!!!

Block of 6 flats, plus 4 ensuite self contain apartments

3 bedroom each,
Good road network
Very strong building
Good water supply
Good for investment

Title Document: Deed of Conveyance
Location: Surulere, Lagos.

Price: N90million - Negotiable

Inspection within 24hours of notice",90000000," Onipede Street, Surulere, Lagos",02-Aug-21
Block Of 6 Flats Comprises Of 3 Bedroom Flat With 2room Boy'S Quarter,"Urgent sales

Block Of 6 flats comprises of 3bedroom flat with 2 room boy's quarter at Lawason/Surulere, Lagos

Price: ₦150 million naira

For physical viewing and more information, please contact Realty in-and-out Consult on:
Tel: +2347033410777
+2349074085691
Website: https://realtyinandout.estateagentsng.com

Sam.des",150000000," Surulere, Lagos",25-Feb-22
Block Of 6 Flats With 2 Rooms Bq,"Block Of 6 flats comprises of 3 Bedroom flat each with 2 room boy's quarter at Lawason/surulere,(#150)million naira",150000000," Lawanson, Surulere, Lagos",25-Feb-22
4 Bedrooms,"FOR SALE: Exquisitely finished 4bedroom townhouse with an attached 2 bedroom flat bq, ample parking space, big living room and a familly lounge, visitor's toilet, fitted kitchen and wardrobes, good water supply, guanrranteed 12 hours electricity power supply, well interlocked and well drained roads et al @ the serene and secured Mutual Alpha Court Estate Surulere,Lagos.
PRICE: N60m Net.",60000000," Mutual Alpha Court, Surulere, Lagos",25-Feb-22
2 Unit Of 5 Bedroom Duplex With Mini&Self Bq,"2 unit of 5 bedroom detached duplex with mini flat and roomself BQ in a land of approximately 600sqm. The property is still very very strong,no much renovation to be done,owner is alive,in a tarred road,gated environment with street vigilantes, running borehole water,and easy road network to any part of Lagos Nigeria. For further enquiries and inspection please contact TOSS REALITY INVESTMENT LIMITED on 08169456245.",70000000," Ademola Oki Street, Aguda, Surulere, Lagos",24-Feb-22
2 Wings 4 Bedroom Duplex With Bq,2Wings 4bedroom semi detached duplex in a separated compound each for sale in Surulere. Located on busy road with easy access . Good for office or any commercial uses,180000000," Bode Thomas, Surulere, Lagos",17-May-21
Nice And Solid Spacious Block Of 8 Flats,"Vacant nice and solid spacious block of 8flats of 6 units of 3 bedroom flat , 2 units of 2 bedroom flats , 3 unit of big shop space and open hall on above 1000sqm land for sale in Surulere with a good tittle documents in a good and accessible environment",180000000," Off Masha Kilo Road, Kilo, Surulere, Lagos",22-May-21
A Tenement Building,"Do note that, for optimum return on investment the old building will be demolished to pave way for modern 2bedroom/mini flat. Expected rental income on a mini flat within the neighborhood will command #500,000.00 to #600,000.00 per annum while a 2bedroom flat will attract rent not less than #900,000.00 - #1,000,000.00 depending on level of finishes. Owner is open to further negotiation on the sales price upon a serious buyer.",35000000," Orile Iganmu, Surulere, Lagos",30-Jan-22
Very Decent Building With 6 Flats,"4 units of 3 Bedroom and 2 flats of 2 bedroom
Document : Receipt & survey
Price is slightly negotiable.",70000000," Jubril Martins Street, Surulere, Lagos",01-Mar-22
Well Managed Block Of 3 Bedrooms Flat With 4 Self Contained,"Available For Sale!!!

Block of 6 flats, plus 4 ensuite self contain apartments

3 bedroom each,
Good road network
Very strong building
Good water supply
Good for investment

Title Document: Deed of Conveyance
Location: Surulere, Lagos.

Price: N90million - Negotiable

Inspection within 24hours of notice",90000000," Onipede Street, Surulere, Lagos",02-Aug-21
Block Of 6 Flats Comprises Of 3 Bedroom Flat With 2room Boy'S Quarter,"Urgent sales

Block Of 6 flats comprises of 3bedroom flat with 2 room boy's quarter at Lawason/Surulere, Lagos

Price: ₦150 million naira

For physical viewing and more information, please contact Realty in-and-out Consult on:
Tel: +2347033410777
+2349074085691
Website: https://realtyinandout.estateagentsng.com

Sam.des",150000000," Surulere, Lagos",25-Feb-22
